N°,Data,ID,Postagem,Emojis da Postagem,PRU/Não-PRU,Tipo,Analise de Sentimento,Artefato
856,Sat Apr 13 19:33:01 +0000 2019,1117148706028105734,Nem sei porque tenho Twitter... Mal venho aqui e quando venho é para espiar alguma coisa. 😂,😂(1),Não-PRU,,,Twitter for Android
857,Sat Apr 13 16:52:50 +0000 2019,1117108394056458241,Gente me ajuda mexer no Twitter porque eu não faço a mínima ideia como usar... nem seguidor eu tenho 😂,😂(1),PRU,Dúvida,Neutra,Twitter for iPhone
858,Sat Apr 13 16:10:52 +0000 2019,1117097832203390977,A twitter porque salí lindo (Shark) 🐂💛 {URL},🐂(1)💛(1),Não-PRU,,,Twitter for Android
859,Sat Apr 13 14:16:22 +0000 2019,1117069019306180608,"A {User} é a Xuxa do Twitter porque tá criando o novo ""Abecedário da Xuxa"" podia virar um {User} 🤣🤣🤣",🤣(3),Não-PRU,,,Twitter for iPhone
860,Sat Apr 13 08:31:04 +0000 2019,1116982120826716160,Acho q to vociado no twitter. Mal acordo e já venho pra cá. 😂😂😂,😂(3),Não-PRU,,,Twitter for Android
861,Sat Apr 13 03:51:45 +0000 2019,1116911826774757376,{User} seus olhos não queimam assim com seu twitter tão aceso.... olha a diferença pra o 🌛 é um descanso p… {URL},🌛(1),Não-PRU,,,Twitter for Android
862,Sat Apr 13 02:56:49 +0000 2019,1116898001027575808,"E ele voltou ao Twitter, tão lindo 🥰😍 {URL}",😍(1),Não-PRU,,,Twitter for iPhone
863,Sat Apr 13 02:42:26 +0000 2019,1116894384266596353,Começar outro Twitter porque perdi a outra conta 🤦🏻‍♀️,🤦(1)♀(1),Não-PRU,,,Twitter for iPhone
864,Sat Apr 13 02:20:34 +0000 2019,1116888880622579713,"Mano se tu quer conhecer alguém de VERDADE confira se essa pessoa tem Twitter, porque ô lugar viu. ✝️✝️",✝(2),Não-PRU,,,Twitter Web App
865,Sat Apr 13 00:02:41 +0000 2019,1116854179509800960,Clica aqui e votem muito até começar a edição. Saiam do twitter porque twitter não dá voto para a Paula. 👇👇👇👇👇👇 Vot… {URL},👇(6),Não-PRU,,,Twitter for Android
866,Fri Apr 12 23:37:40 +0000 2019,1116847884593442817,E nem adianta ficar me denunciando ao Twitter porque eu só falo a verdade. Mesmo que doa a vocês. 😂😂 #empauta {URL},😂(2),Não-PRU,,,Twitter for Android
867,Fri Apr 12 23:25:59 +0000 2019,1116844944231161862,A amiga de vocês manda mensagem no dm e sai do twitter? Porque a {User} sim. 😥,😥(1),Não-PRU,,,Twitter for Android
868,Fri Apr 12 22:56:44 +0000 2019,1116837583420633090,"Lacradores do twitter, porquê tão chatos? Ai gente, preguiça 😴",😴(1),Não-PRU,,,Twitter for iPhone
869,Fri Apr 12 22:04:54 +0000 2019,1116824539508477957,{User} Só abre o tt pra falar merda🤮🤮. Alo {User} Tweet bani esse cara ae nmrl!!,🤮(2),Não-PRU,,,Twitter for iPhone
870,Fri Apr 12 20:09:23 +0000 2019,1116795466975301632,pérolas do presidente no dia de hoje:🤮O Exército não matou ninguém🤮Interferência na PetrobrasE fica pagando de… {URL},🤮(2),Não-PRU,,,Twitter for Android
871,Fri Apr 12 17:54:04 +0000 2019,1116761416701108224,Ressuscita esse twitter aqui né bbs!  👀💘 {URL},👀(1)💘(1),Não-PRU,,,Twitter for Android
872,Fri Apr 12 17:49:10 +0000 2019,1116760184280449025,{User} {User} E preferiste ser inconveniente no Twitter porquê ?😂😂,😂(2),Não-PRU,,,Twitter for iPhone
873,Fri Apr 12 17:18:41 +0000 2019,1116752509417267200,- Por que você tá postando coisa triste no twitter?- Porque estou triste !Conversa de leonina com ariana 😂,😂(1),Não-PRU,,,Twitter for Android
874,Fri Apr 12 16:23:01 +0000 2019,1116738501641478145,"Da nem pra mexer no Twitter aqui no trabalho,  só putaria cr, uma hora DESSAS 😂😂",😂(2),Não-PRU,,,Twitter for Android
875,Fri Apr 12 15:35:36 +0000 2019,1116726570713067520,"não aguento mais sair do twitter, entrar no facebook, sair do facebook, entrar no instagram, sair do instagram e entrar no wpp.. 🤦🏻‍♀️",🤦(1)♀(1),Não-PRU,,,Twitter for iPhone
876,Fri Apr 12 15:23:34 +0000 2019,1116723539502149640,{User} {User} Ué! {User}  Porque um perfil pode e o outro perfil não pode? as regras não são iguais para todos os usuários?🤔,🤔(1),PRU,Dúvida,Negativa,Twitter for Android
877,Fri Apr 12 14:54:35 +0000 2019,1116716248149233664,"oi gente,criei esse twitter, porque minha mãe não quer sair na esquina da minha mansão pra comprar o iPhone 28,AFF😤",😤(1),Não-PRU,,,Twitter for Android
878,Fri Apr 12 14:40:17 +0000 2019,1116712647783845891,Os meus amigos  abriram o Twitter porque pensavam que no Twitter se conversa com as figuras públicas.😂😂😂,😂(3),Não-PRU,,,Twitter for Android
879,Fri Apr 12 12:49:09 +0000 2019,1116684679955001345,"Voltei pro twitter, porque tenho memória no celular agora... Vamos ver até quando..😂",😂(1),Não-PRU,,,Twitter for Android
880,Fri Apr 12 10:50:33 +0000 2019,1116654833518501888,Excelente partida do Everton Ribeiro.Mas esse Twitter aqui é fã de carteirinha do Arraxxxxxxcaeta.Que jogador maravilhoso 😍😍😍,😍(3),Não-PRU,,,Twitter for Android
881,Fri Apr 12 10:42:01 +0000 2019,1116652684566781952,"Olá galerinha do twitter, aqui poderás encontrar conteúdo muito cringe 😖aqui também {URL} {URL}",😖(1),Não-PRU,,,Twitter Web Client
882,Fri Apr 12 10:14:57 +0000 2019,1116645876041228294,"Bloqueando a palavra g3nT!LLl!,no meu Twitter, porque não souobrigada a ter náuseas. &lt;&lt;🤮&gt;&gt;",🤮(1),Não-PRU,,,Twitter for Android
883,Fri Apr 12 09:57:30 +0000 2019,1116641484919443456,twitter mal começou e eles ja tao falando português kkkkkk amam demais nosso país 🇧🇷💛💚 {URL},💛(1)💚(1),Não-PRU,,,Twitter for Android
884,Fri Apr 12 06:03:00 +0000 2019,1116582470269358081,2:02 da manhã e kivya ta como? no twitter porque dormiu 17 e pouco da tarde massaa🤦🏻‍♀️🤣,🤦(1)♀(1)🤣(1),Não-PRU,,,Twitter for iPhone
885,Fri Apr 12 01:23:32 +0000 2019,1116512139269820418,Assumidos já estão agora do falta posta foto no Twitter porque o povo todo já sabe quem é sua preciosa menininha 🙄… {URL},🙄(1),Não-PRU,,,Twitter for Device not cataloged
886,Thu Apr 11 23:14:38 +0000 2019,1116479700568870912,"{User} Não acredito que perdi a postagem do meu marido. 😠😡😠😡Venha aqui dona ""twitter"" , porque você ñ me notificou??????{User}",😠(2)😡(2),Não-PRU,,,Twitter for Android
887,Thu Apr 11 21:40:50 +0000 2019,1116456096779132928,Morro de rir quando pesquiso meu antigo Twitter aqui... kkkkk cada coisa que aparece 🤦🏻‍♀️,🤦(1)♀(1),Não-PRU,,,Twitter for iPhone
888,Thu Apr 11 21:03:28 +0000 2019,1116446693149552647,"{User} {User} Aqui estão, migo jskxnskzns💛 {URL}",💛(1),Não-PRU,,,Twitter for Android
889,Thu Apr 11 19:31:43 +0000 2019,1116423601702494208,Gente fiz outro Twitter porque bloquearam meu 😥,😥(1),PRU,Crítica,Negativa,Twitter for Android
890,Thu Apr 11 19:06:07 +0000 2019,1116417159125700608,Os meus amigos não usam o Twitter porquê 🤦🏾‍♂️😪,🤦(1)♂(1)😪(1),Não-PRU,,,Twitter for iPhone
891,Thu Apr 11 18:30:34 +0000 2019,1116408212247465990,{User} {User} Achas que ele resiste a vir logo ao twitter mal possa? 😉,😉(1),Não-PRU,,,Twitter for Android
892,Thu Apr 11 13:41:51 +0000 2019,1116335556114419712,"{User} Tá sozinha não se precisar tem nos aqui no twitter, aqui toma um chocolate pra você ficar feliz 🍫🍫",🍫(2),Não-PRU,,,Twitter for Android
893,Thu Apr 11 13:28:55 +0000 2019,1116332300885614592,esse Twitter aqui vai pegar fogo vcs vão{User} me da unfollow 😁,😁(1),Não-PRU,,,Twitter for iPhone
894,Thu Apr 11 08:58:43 +0000 2019,1116264302237900800,O MEU UNICO AMIGO É O TWITTER PORQUE O SAMUEL IGNOROU O MEU BOM DIA 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,😭(18),Não-PRU,,,Twitter for iPhone
895,Thu Apr 11 03:25:01 +0000 2019,1116180324046626816,Amo twitter mal plaann🤩,🤩(1),Não-PRU,,,Twitter for iPhone
896,Thu Apr 11 01:50:50 +0000 2019,1116156621246410753,"adoro o twitter porque a gente fala sozinho, porém, todo mundo junto 🙌🏻",🙌(1),PRU,Elogio,Positiva,Twitter for iPhone
897,Thu Apr 11 01:47:27 +0000 2019,1116155770234601472,"Ainda bem que não tem stories no Twitter, porque estou revendo meus stories no Instagram do Mineirão hoje, talvez tenha exagerado um pouco 🙊",🙊(1),PRU,Comparação,Neutra,Twitter for iPhone
898,Thu Apr 11 01:41:28 +0000 2019,1116154266383724544,{User} Espera aí! Não sabia que Deus tinha criado um perfil para o Céu aqui no Twitter. Porque do nada apareceu esse anjo aqui 😍.,😍(1),Não-PRU,,,Twitter for Android
899,Thu Apr 11 00:16:27 +0000 2019,1116132869854978048,tô away do twitter porque tô ocupada tentando fazer o corre virar 🙌🏼,🙌(1),Não-PRU,,,Twitter for Android
900,Wed Apr 10 22:37:40 +0000 2019,1116108011276263430,Sem muito tempo pro twitter porque to gastando muito tempo com o Leno ❤️,❤(1),Não-PRU,,,Twitter for Android
901,Wed Apr 10 20:57:27 +0000 2019,1116082791123283968,"{User} 😂😂😂. Pai, o senhor n deveria estar no Twitter. Aqui é lugar de jovem",😂(3),Não-PRU,,,Twitter for iPhone
902,Wed Apr 10 19:31:34 +0000 2019,1116061176524308480,"{User} Não estou podendo curtir este twitter, porque diz que foi excluído. Como assim? 🤔",🤔(1),PRU,Dúvida,Negativa,Twitter Web App
903,Wed Apr 10 17:53:03 +0000 2019,1116036381682413570,{User} {User} 😂😂😂😂.. eu sei.. mais o twitter aqui é de quem??!! Kkkkkk troxa,😂(4),Não-PRU,,,Twitter for Android
904,Wed Apr 10 17:47:15 +0000 2019,1116034925055049730,"{User} Eu só não sou completamente apaixonada pelo Twitter porque não tem a opção EDITAR. Imperdoável, ainda mais pra mim. 🙈",🙈(1),PRU,Crítica,Negativa,Twitter Web Client
905,Wed Apr 10 05:13:36 +0000 2019,1115845260717039616,"Twitter, twitter, mal sabia eu que nossa relação voltaria a ser tão boa 💜",💜(1),Não-PRU,,,Twitter for Android
906,Wed Apr 10 04:22:13 +0000 2019,1115832328968912896,"Sinceramente amo o twitter,aqui é um local completamente diferente de tudo😂😂,podemos reclamar sem ser censuradas",😂(2),PRU,Elogio,Positiva,Twitter for Android
907,Wed Apr 10 04:18:38 +0000 2019,1115831429999529985,É bom ter mais de um twitter porque você tem mais liberdade de falar em um que no outro por causa de uma @ 🤫,🤫(1),Não-PRU,,,Twitter for Android
908,Wed Apr 10 00:37:15 +0000 2019,1115775716765962240,📹| Katie Stevens via Twitter: Aqui está um por trás das câmeras da cena acontecendo na vida real. #TheBoldType… {URL},📹(1),Não-PRU,,,Twitter for Android
909,Tue Apr 09 22:01:26 +0000 2019,1115736505312522243,{User} LuL tou a ver que as indiretas no twitter tao on point 😂😂,😂(2),Não-PRU,,,Twitter for Android
910,Tue Apr 09 21:36:43 +0000 2019,1115730282978643972,"{User} poxa sorteia para nós do Twitter, porque só na outra rede? Somos bem mais legais 🔴⚪⚫",🔴(1)⚪(1)⚫(1),Não-PRU,,,Twitter for Android
911,Tue Apr 09 21:23:23 +0000 2019,1115726929229905923,Eu gosto do Twitter porque aqui fico igual uma louca falando sozinha tudo que penso!Me sinto bem!😄,😄(1),PRU,Elogio,Positiva,Twitter for iPhone
912,Tue Apr 09 19:48:44 +0000 2019,1115703109966344192,"Vejo uns Twitter aqui, que na real, fico me perguntando “foi trocado?” Muito diferente da vida real!  😅😂😂😂😂🤭",😅(1)😂(4)🤭(1),Não-PRU,,,Twitter for iPhone
913,Tue Apr 09 17:42:35 +0000 2019,1115671360687284224,Eu odeio falar da pessoa no Twitter porque ela nem liga 😤,😤(1),Não-PRU,,,Twitter for Android
914,Wed Apr 17 22:47:17 +0000 2019,1118647144049725441,{User} Elegeram a bancada do twitter/Facebook. 🤦🏻‍♂️,🤦(1)♂(1),Não-PRU,,,Twitter for Android
915,Wed Apr 17 22:32:40 +0000 2019,1118643464596533248,"Isto daqui a umas horas é proibido andar em Twitter, face e insta... É só spoilers 😑😑",😑(2),Não-PRU,,,Twitter for Android
916,Wed Apr 17 22:03:12 +0000 2019,1118636052355457024,"Tenho que tirar umas fotos maneira pra mudar meu perfil no Twitter, Facebook, WhatsApp e Instagram 🤦🏾‍♂️🤣",🤦(1)♂(1)🤣(1),Não-PRU,,,Twitter for Android
917,Wed Apr 17 21:37:08 +0000 2019,1118629489406357506,"A minha melhor amiga chegou ao Twitter, bem amores, chegou a hora de levar raspanete 😂",😂(1),Não-PRU,,,Twitter for Android
918,Wed Apr 17 17:20:30 +0000 2019,1118564908285743105,Meu descobrinque da pra deixar o Twitter mais escuro que o modo escuro 😍😍😍 {URL},😍(3),PRU,Elogio,Positiva,Twitter for iPhone
919,Wed Apr 17 17:16:33 +0000 2019,1118563913371717637,"{User} Volte para o Twitter mais vezes, moço! 🖤",🖤(1),Não-PRU,,,Twitter for Android
920,Wed Apr 17 14:37:43 +0000 2019,1118523941746872321,"#UPDATETodos os canais TXT no Twitter, Facebook, VLive etc. mudam o perfil de Layout© 5txt_global{User}… {URL}",©(1),Não-PRU,,,Twitter for Android
921,Wed Apr 17 11:09:40 +0000 2019,1118471582425415680,"{User} volta sua foto aí, deixe meu Twitter mais elegante 👍",👍(1),Não-PRU,,,Twitter for Android
922,Wed Apr 17 05:59:24 +0000 2019,1118393503799705601,"Fiz um plano da claro Instagram, Twitter, Facebook e WhatsApp ilimitado 👏🏾👏🏾👌🏾{User}",👏(2)👌(1),Não-PRU,,,Twitter for iPhone
923,Wed Apr 17 04:25:15 +0000 2019,1118369809228607488,Eu vi gente se despedindo Pk disse q ia dormir e em questão de mágica aparece no Twitter /face  😌 atah era eu,😌(1),Não-PRU,,,Twitter for iPhone
924,Wed Apr 17 02:54:12 +0000 2019,1118346895196344320,"é uma cena nesse twitter, gente fingindo ser o que não é... 🙄😝",🙄(1)😝(1),Não-PRU,,,Twitter for Android
925,Wed Apr 17 02:34:59 +0000 2019,1118342059738435584,"Mano se essa foto não aparecer no meu twitter mais que 10x ,eu ja começo a sentir falta ..rs💫 {URL}",💫(1),Não-PRU,,,Twitter for Android
926,Wed Apr 17 01:19:14 +0000 2019,1118322995167154177,"{User} {User} Gente, altos babados no twitter. Bem que a Wendy tava reclamando demais de cansaço esses dias 🤔🤔",🤔(2),Não-PRU,,,Twitter for Android
927,Wed Apr 17 01:17:51 +0000 2019,1118322646498803712,{User} {User} Bem merecido 👏👏👏👏❤️❤️❤️,👏(4)❤(3),Não-PRU,,,Twitter for Android
928,Tue Apr 16 23:34:00 +0000 2019,1118296512361127937,Nada no twitter mais ficamos olhando o Twitter de cima a baixo 😂,😂(1),Não-PRU,,,Twitter for Android
929,Tue Apr 16 23:31:30 +0000 2019,1118295883978874881,"Eu vou dar um tempo do Twitter gente, não to me sentindo nada bem ultimamente mas eu volto ok prometo que volto, n desistam de mim, beijos 💜",💜(1),Não-PRU,,,Twitter for iPhone
930,Tue Apr 16 23:23:35 +0000 2019,1118293892598624257,"Eu queria sumir do Twitter,mais não consigo 😂😂😂",😂(3),Não-PRU,,,Twitter for Android
931,Tue Apr 16 21:15:06 +0000 2019,1118261559665381376,{User} Eu fiz isso e desanimei com o meu Twitter mais de 60% dos meus seguidores estão desativados ou inativos 😂😂,😂(2),Não-PRU,,,Twitter for iPhone
932,Tue Apr 16 18:43:33 +0000 2019,1118223420167270400,{User} Mas essa Folha e UÓ só passam vergonha no Twitter.Mais uma do governo AO VIVASSO!!!!!!!!!!!!!😂😂😂😂 {URL},😂(4),Não-PRU,,,Twitter Web Client
933,Tue Apr 16 17:20:33 +0000 2019,1118202532248064001,"Queria ter uma câmera boa pra tirar fotos maneirinha e postar no twitter, mais minha câmera é podre🤦🏽‍♂️",🤦(1)♂(1),Não-PRU,,,Twitter for Android
934,Tue Apr 16 16:50:57 +0000 2019,1118195081834635264,"Caraca a pessoa pertubar pra você passar seu twitter, mais não chama 🤦",🤦(1),Não-PRU,,,Twitter for Android
935,Tue Apr 16 15:19:15 +0000 2019,1118172003943550985,{User} {User} {User} 👏👏 Sobre esse assunto.A melhor resposta para uma imprensa ideologicamente corro… {URL},👏(2),Não-PRU,,,Twitter for Android
936,Tue Apr 16 12:31:06 +0000 2019,1118129688147386368,"Fixei o twitter, mais queria mesmo é fixar minha boca na tua...  😍😈😋",😍(1)😈(1)😋(1),Não-PRU,,,Twitter for Android
937,Tue Apr 16 08:57:10 +0000 2019,1118075849524248576,{User} {User} Vixe hahahahaha eta Twitter bom da zorra 😂😂😂😂😂😂😂,😂(7),Não-PRU,,,Twitter for iPhone
938,Tue Apr 16 03:06:33 +0000 2019,1117987617998606337,"é uma cena nesse twitter, gente fingindo ser o que não é... 🙄😝",🙄(1)😝(1),Não-PRU,,,Twitter for Android
939,Tue Apr 16 02:00:50 +0000 2019,1117971076879986688,Eu fico No Twitter Mais que tudo agora KKKK Jesus 😂❤️,😂(1)❤(1),Não-PRU,,,Twitter for Android
940,Tue Apr 16 01:52:03 +0000 2019,1117968867584892935,"Papo de amar já meus meninos, eles têm até Twitter gente 😍",😍(1),Não-PRU,,,Twitter for iPhone
941,Mon Apr 15 18:52:21 +0000 2019,1117863245832912903,Eu preferia ser cega do que ver certos post nesse twitter gente😂😂😂😂Quando mas conheço as pessoas mas amo minha🐩 kk,😂(4)🐩(1),Não-PRU,,,Twitter Web App
942,Mon Apr 15 17:58:32 +0000 2019,1117849702655856641,{User} Aí véi sério meu coração não está aguentando ♥️vir seu twitter mais de mil vezes,♥(1),Não-PRU,,,Twitter for Android
943,Mon Apr 15 17:14:05 +0000 2019,1117838516837322753,"Por que diabos as pessoas são tão 🤢? Alguns dias atrás disse a {User}  ""Não, eu nunca 👀 isso no twitter"", bem… {URL}",🤢(1)👀(1),Não-PRU,,,Twitter for Android
944,Mon Apr 15 16:30:37 +0000 2019,1117827576133758976,"{User} Entrar a Twitter,Facebook y Instagram ❤️",❤(1),Não-PRU,,,Twitter for iPhone
945,Mon Apr 15 16:22:28 +0000 2019,1117825526100574209,"Ela tem Twitter gente? Ela é tão lindaa, me lembra tanto a minha avó 💖💖 {URL}",💖(2),Não-PRU,,,Twitter for Android
946,Mon Apr 15 16:14:20 +0000 2019,1117823479229886465,"Já começaram se doer🤦 não posso por nada nessa bosta de twitter mais, será? 🙄",🤦(1)🙄(1),Não-PRU,,,Twitter for Android
947,Mon Apr 15 15:20:13 +0000 2019,1117809861834752000,sem necessidades twitter ficar mostrando as coisas que os outros curtem 🙄,🙄(1),PRU,Crítica,Negativa,Twitter for iPhone
948,Mon Apr 15 13:16:42 +0000 2019,1117778776438575104,"👉🏽 Invista na comunicação do seu negócio, pense grande e transforme-se em referência! 😉💡 FollowX Comunicação💻… {URL}",👉(1)😉(1)💡(1)💻(1),Não-PRU,,,Twitter for Android
949,Mon Apr 15 12:54:16 +0000 2019,1117773133396828161,{User} perfeição não existe ❤️😻#twitter #facebook #youtubers #fotostumblr #fotos #fotoshot #fotoseksi #foto… {URL},❤(1)😻(1),Não-PRU,,,Twitter for Device not cataloged
950,Mon Apr 15 12:39:22 +0000 2019,1117769382283874306,Meu Twitter/Facebook so falo de #Flamengo🔴⚫ claro tbm dos meus #Afilhados❤💙,🔴(1)⚫(1)❤(1)💙(1),Não-PRU,,,Twitter for Android
951,Mon Apr 15 11:52:10 +0000 2019,1117757504463749121,Bom dia Twitter. Bom dia Mundo 🌎 🥰#SegundaDetremuraSDV {URL},🌎(1),Não-PRU,,,Twitter for iPhone
952,Fri Apr 12 11:10:34 +0000 2019,1116659870940504066,#PERSONAWelcomePartyMano nossas # estão ocupando do 1° ao 15° lugar!!! Sem pular nenhuma posição no Twitter !!GENTE COMO ASSIM💜😱😱😱,💜(1)😱(3),Não-PRU,,,Twitter for Android
953,Wed Apr 17 20:49:13 +0000 2019,1118617434292916226,"{User} Amamos o nome do user de Twitter como se fosse um jornal só da {User}, parabéns! Abraço desde #Argentina ♥",♥(1),Não-PRU,,,Twitter for Device not cataloged
954,Wed Apr 17 20:30:00 +0000 2019,1118612597119516672,Tanto no Twitter como no insta apanhei agora a mania de silenciar as pessoas que metem a minha autoestima para baixo por serem bonitas 😂,😂(1),PRU,Comparação,Neutra,Twitter for Android
955,Wed Apr 17 15:45:37 +0000 2019,1118541027109945344,"Eu amo o Twitter, aqui é o lugar aonde a gente sb de tudo sem querer 🤔🤦‍♀️😂",🤔(1)🤦(1)♀(1)😂(1),PRU,Elogio,Positiva,Twitter for Android
